2016-11-04 19:01:13 [clip_udr_data] [INFO ]  [1/763] Clipping dataset data/external/udr/european_tetrapods/amphibians/alytes_cisternasii.tif
2016-11-04 19:28:59 [clip_udr_data] [DEBUG]  [359/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_cristatus.tif
2016-11-04 19:29:04 [clip_udr_data] [DEBUG]  [359/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:04 [clip_udr_data] [DEBUG]  [359/763] Processing input file data/external/udr/european_tetrapods/birds/parus_cristatus.tif.
2016-11-04 19:29:04 [clip_udr_data] [DEBUG]  [359/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_cristatus.tif.
2016-11-04 19:29:04 [clip_udr_data] [DEBUG]  [359/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_cristatus.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_cristatus.tif.
2016-11-04 19:29:04 [clip_udr_data] [DEBUG]  [359/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:04 [clip_udr_data] [INFO ]  [360/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_lugubris.tif
2016-11-04 19:29:04 [clip_udr_data] [DEBUG]  [360/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_lugubris.tif
2016-11-04 19:29:09 [clip_udr_data] [DEBUG]  [360/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:09 [clip_udr_data] [DEBUG]  [360/763] Processing input file data/external/udr/european_tetrapods/birds/parus_lugubris.tif.
2016-11-04 19:29:09 [clip_udr_data] [DEBUG]  [360/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_lugubris.tif.
2016-11-04 19:29:09 [clip_udr_data] [DEBUG]  [360/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_lugubris.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_lugubris.tif.
2016-11-04 19:29:09 [clip_udr_data] [DEBUG]  [360/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:09 [clip_udr_data] [INFO ]  [361/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_major.tif
2016-11-04 19:29:09 [clip_udr_data] [DEBUG]  [361/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_major.tif
2016-11-04 19:29:13 [clip_udr_data] [DEBUG]  [361/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:13 [clip_udr_data] [DEBUG]  [361/763] Processing input file data/external/udr/european_tetrapods/birds/parus_major.tif.
2016-11-04 19:29:13 [clip_udr_data] [DEBUG]  [361/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_major.tif.
2016-11-04 19:29:13 [clip_udr_data] [DEBUG]  [361/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_major.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_major.tif.
2016-11-04 19:29:13 [clip_udr_data] [DEBUG]  [361/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:13 [clip_udr_data] [INFO ]  [362/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_montanus.tif
2016-11-04 19:29:13 [clip_udr_data] [DEBUG]  [362/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_montanus.tif
2016-11-04 19:29:18 [clip_udr_data] [DEBUG]  [362/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:18 [clip_udr_data] [DEBUG]  [362/763] Processing input file data/external/udr/european_tetrapods/birds/parus_montanus.tif.
2016-11-04 19:29:18 [clip_udr_data] [DEBUG]  [362/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_montanus.tif.
2016-11-04 19:29:18 [clip_udr_data] [DEBUG]  [362/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_montanus.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_montanus.tif.
2016-11-04 19:29:18 [clip_udr_data] [DEBUG]  [362/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:18 [clip_udr_data] [INFO ]  [363/763] Clipping dataset data/external/udr/european_tetrapods/birds/parus_palustris.tif
2016-11-04 19:29:18 [clip_udr_data] [DEBUG]  [363/763] Target dataset data/processed/features/udr/european_tetrapods/birds/parus_palustris.tif
2016-11-04 19:29:23 [clip_udr_data] [DEBUG]  [363/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:23 [clip_udr_data] [DEBUG]  [363/763] Processing input file data/external/udr/european_tetrapods/birds/parus_palustris.tif.
2016-11-04 19:29:23 [clip_udr_data] [DEBUG]  [363/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/parus_palustris.tif.
2016-11-04 19:29:23 [clip_udr_data] [DEBUG]  [363/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/parus_palustris.tif to destination data/processed/features/udr/european_tetrapods/birds/parus_palustris.tif.
2016-11-04 19:29:23 [clip_udr_data] [DEBUG]  [363/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:23 [clip_udr_data] [INFO ]  [364/763] Clipping dataset data/external/udr/european_tetrapods/birds/passer_domesticus.tif
2016-11-04 19:29:23 [clip_udr_data] [DEBUG]  [364/763] Target dataset data/processed/features/udr/european_tetrapods/birds/passer_domesticus.tif
2016-11-04 19:29:28 [clip_udr_data] [DEBUG]  [364/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:28 [clip_udr_data] [DEBUG]  [364/763] Processing input file data/external/udr/european_tetrapods/birds/passer_domesticus.tif.
2016-11-04 19:29:28 [clip_udr_data] [DEBUG]  [364/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/passer_domesticus.tif.
2016-11-04 19:29:28 [clip_udr_data] [DEBUG]  [364/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/passer_domesticus.tif to destination data/processed/features/udr/european_tetrapods/birds/passer_domesticus.tif.
2016-11-04 19:29:28 [clip_udr_data] [DEBUG]  [364/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:28 [clip_udr_data] [INFO ]  [365/763] Clipping dataset data/external/udr/european_tetrapods/birds/passer_hispaniolensis.tif
2016-11-04 19:29:28 [clip_udr_data] [DEBUG]  [365/763] Target dataset data/processed/features/udr/european_tetrapods/birds/passer_hispaniolensis.tif
2016-11-04 19:29:33 [clip_udr_data] [DEBUG]  [365/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:33 [clip_udr_data] [DEBUG]  [365/763] Processing input file data/external/udr/european_tetrapods/birds/passer_hispaniolensis.tif.
2016-11-04 19:29:33 [clip_udr_data] [DEBUG]  [365/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/passer_hispaniolensis.tif.
2016-11-04 19:29:33 [clip_udr_data] [DEBUG]  [365/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/passer_hispaniolensis.tif to destination data/processed/features/udr/european_tetrapods/birds/passer_hispaniolensis.tif.
2016-11-04 19:29:33 [clip_udr_data] [DEBUG]  [365/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:33 [clip_udr_data] [INFO ]  [366/763] Clipping dataset data/external/udr/european_tetrapods/birds/passer_italiae.tif
2016-11-04 19:29:33 [clip_udr_data] [DEBUG]  [366/763] Target dataset data/processed/features/udr/european_tetrapods/birds/passer_italiae.tif
2016-11-04 19:29:37 [clip_udr_data] [DEBUG]  [366/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:37 [clip_udr_data] [DEBUG]  [366/763] Processing input file data/external/udr/european_tetrapods/birds/passer_italiae.tif.
2016-11-04 19:29:37 [clip_udr_data] [DEBUG]  [366/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/passer_italiae.tif.
2016-11-04 19:29:37 [clip_udr_data] [DEBUG]  [366/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/passer_italiae.tif to destination data/processed/features/udr/european_tetrapods/birds/passer_italiae.tif.
2016-11-04 19:29:37 [clip_udr_data] [DEBUG]  [366/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:37 [clip_udr_data] [INFO ]  [367/763] Clipping dataset data/external/udr/european_tetrapods/birds/passer_montanus.tif
2016-11-04 19:29:37 [clip_udr_data] [DEBUG]  [367/763] Target dataset data/processed/features/udr/european_tetrapods/birds/passer_montanus.tif
2016-11-04 19:29:42 [clip_udr_data] [DEBUG]  [367/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:42 [clip_udr_data] [DEBUG]  [367/763] Processing input file data/external/udr/european_tetrapods/birds/passer_montanus.tif.
2016-11-04 19:29:42 [clip_udr_data] [DEBUG]  [367/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/passer_montanus.tif.
2016-11-04 19:29:42 [clip_udr_data] [DEBUG]  [367/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/passer_montanus.tif to destination data/processed/features/udr/european_tetrapods/birds/passer_montanus.tif.
2016-11-04 19:29:42 [clip_udr_data] [DEBUG]  [367/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:42 [clip_udr_data] [INFO ]  [368/763] Clipping dataset data/external/udr/european_tetrapods/birds/pelecanus_crispus.tif
2016-11-04 19:29:42 [clip_udr_data] [DEBUG]  [368/763] Target dataset data/processed/features/udr/european_tetrapods/birds/pelecanus_crispus.tif
2016-11-04 19:29:47 [clip_udr_data] [DEBUG]  [368/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:47 [clip_udr_data] [DEBUG]  [368/763] Processing input file data/external/udr/european_tetrapods/birds/pelecanus_crispus.tif.
2016-11-04 19:29:47 [clip_udr_data] [DEBUG]  [368/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/pelecanus_crispus.tif.
2016-11-04 19:29:47 [clip_udr_data] [DEBUG]  [368/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/pelecanus_crispus.tif to destination data/processed/features/udr/european_tetrapods/birds/pelecanus_crispus.tif.
2016-11-04 19:29:47 [clip_udr_data] [DEBUG]  [368/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:47 [clip_udr_data] [INFO ]  [369/763] Clipping dataset data/external/udr/european_tetrapods/birds/pelecanus_onocrotalus.tif
2016-11-04 19:29:47 [clip_udr_data] [DEBUG]  [369/763] Target dataset data/processed/features/udr/european_tetrapods/birds/pelecanus_onocrotalus.tif
2016-11-04 19:29:53 [clip_udr_data] [DEBUG]  [369/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:29:53 [clip_udr_data] [DEBUG]  [369/763] Processing input file data/external/udr/european_tetrapods/birds/pelecanus_onocrotalus.tif.
2016-11-04 19:29:53 [clip_udr_data] [DEBUG]  [369/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/pelecanus_onocrotalus.tif.
2016-11-04 19:29:53 [clip_udr_data] [DEBUG]  [369/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/pelecanus_onocrotalus.tif to destination data/processed/features/udr/european_tetrapods/birds/pelecanus_onocrotalus.tif.
2016-11-04 19:29:53 [clip_udr_data] [DEBUG]  [369/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:29:53 [clip_udr_data] [INFO ]  [370/763] Clipping dataset data/external/udr/european_tetrapods/birds/perisoreus_infaustus.tif
2016-11-04 19:29:53 [clip_udr_data] [DEBUG]  [370/763] Target dataset data/processed/features/udr/european_tetrapods/birds/perisoreus_infaustus.tif
2016-11-04 19:30:00 [clip_udr_data] [DEBUG]  [370/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:30:00 [clip_udr_data] [DEBUG]  [370/763] Processing input file data/external/udr/european_tetrapods/birds/perisoreus_infaustus.tif.
2016-11-04 19:30:00 [clip_udr_data] [DEBUG]  [370/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/perisoreus_infaustus.tif.
2016-11-04 19:30:00 [clip_udr_data] [DEBUG]  [370/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/perisoreus_infaustus.tif to destination data/processed/features/udr/european_tetrapods/birds/perisoreus_infaustus.tif.
2016-11-04 19:30:00 [clip_udr_data] [DEBUG]  [370/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:30:00 [clip_udr_data] [INFO ]  [371/763] Clipping dataset data/external/udr/european_tetrapods/birds/pernis_apivorus.tif
2016-11-04 19:30:00 [clip_udr_data] [DEBUG]  [371/763] Target dataset data/processed/features/udr/european_tetrapods/birds/pernis_apivorus.tif
2016-11-04 19:30:06 [clip_udr_data] [DEBUG]  [371/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:30:06 [clip_udr_data] [DEBUG]  [371/763] Processing input file data/external/udr/european_tetrapods/birds/pernis_apivorus.tif.
2016-11-04 19:30:06 [clip_udr_data] [DEBUG]  [371/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/pernis_apivorus.tif.
2016-11-04 19:30:06 [clip_udr_data] [DEBUG]  [371/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/pernis_apivorus.tif to destination data/processed/features/udr/european_tetrapods/birds/pernis_apivorus.tif.
2016-11-04 19:30:06 [clip_udr_data] [DEBUG]  [371/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:30:06 [clip_udr_data] [INFO ]  [372/763] Clipping dataset data/external/udr/european_tetrapods/birds/petronia_petronia.tif
2016-11-04 19:30:06 [clip_udr_data] [DEBUG]  [372/763] Target dataset data/processed/features/udr/european_tetrapods/birds/petronia_petronia.tif
2016-11-04 19:30:12 [clip_udr_data] [DEBUG]  [372/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:30:12 [clip_udr_data] [DEBUG]  [372/763] Processing input file data/external/udr/european_tetrapods/birds/petronia_petronia.tif.
2016-11-04 19:30:12 [clip_udr_data] [DEBUG]  [372/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/petronia_petronia.tif.
2016-11-04 19:30:12 [clip_udr_data] [DEBUG]  [372/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/petronia_petronia.tif to destination data/processed/features/udr/european_tetrapods/birds/petronia_petronia.tif.
2016-11-04 19:30:12 [clip_udr_data] [DEBUG]  [372/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:30:12 [clip_udr_data] [INFO ]  [373/763] Clipping dataset data/external/udr/european_tetrapods/birds/phalaropus_lobatus.tif
2016-11-04 19:30:12 [clip_udr_data] [DEBUG]  [373/763] Target dataset data/processed/features/udr/european_tetrapods/birds/phalaropus_lobatus.tif
2016-11-04 19:30:16 [clip_udr_data] [DEBUG]  [373/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:30:16 [clip_udr_data] [DEBUG]  [373/763] Processing input file data/external/udr/european_tetrapods/birds/phalaropus_lobatus.tif.
2016-11-04 19:30:16 [clip_udr_data] [DEBUG]  [373/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/phalaropus_lobatus.tif.
2016-11-04 19:30:16 [clip_udr_data] [DEBUG]  [373/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/phalaropus_lobatus.tif to destination data/processed/features/udr/european_tetrapods/birds/phalaropus_lobatus.tif.
2016-11-04 19:30:16 [clip_udr_data] [DEBUG]  [373/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:30:16 [clip_udr_data] [INFO ]  [374/763] Clipping dataset data/external/udr/european_tetrapods/birds/phalocrocorax_carbo.tif
2016-11-04 19:30:16 [clip_udr_data] [DEBUG]  [374/763] Target dataset data/processed/features/udr/european_tetrapods/birds/phalocrocorax_carbo.tif
2016-11-04 19:30:21 [clip_udr_data] [DEBUG]  [374/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:30:21 [clip_udr_data] [DEBUG]  [374/763] Processing input file data/external/udr/european_tetrapods/birds/phalocrocorax_carbo.tif.
2016-11-04 19:30:21 [clip_udr_data] [DEBUG]  [374/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/phalocrocorax_carbo.tif.
2016-11-04 19:30:21 [clip_udr_data] [DEBUG]  [374/763] Copying nodata values from source data/external/udr/european_tetrapods/birds/phalocrocorax_carbo.tif to destination data/processed/features/udr/european_tetrapods/birds/phalocrocorax_carbo.tif.
2016-11-04 19:30:21 [clip_udr_data] [DEBUG]  [374/763] 0...10...20...30...40...50...60...70...80...90...100 - done.
2016-11-04 19:30:21 [clip_udr_data] [INFO ]  [375/763] Clipping dataset data/external/udr/european_tetrapods/birds/phalocrocorax_pygmaeus.tif
2016-11-04 19:30:21 [clip_udr_data] [DEBUG]  [375/763] Target dataset data/processed/features/udr/european_tetrapods/birds/phalocrocorax_pygmaeus.tif
2016-11-04 19:30:26 [clip_udr_data] [DEBUG]  [375/763] Creating output file that is 4526P x 4410L.
2016-11-04 19:30:26 [clip_udr_data] [DEBUG]  [375/763] Processing input file data/external/udr/european_tetrapods/birds/phalocrocorax_pygmaeus.tif.
2016-11-04 19:30:26 [clip_udr_data] [DEBUG]  [375/763] Using internal nodata values (e.g. 255) for image data/external/udr/european_tetrapods/birds/phalocrocorax_pygmaeus.tif.
